id,extracted_words
61436,"['soft', 'acidity', 'soft', 'tannins', 'complex', 'flavors', 'blackberry', 'tart', 'cherry', 'pie', 'dr.', 'pepper', 'cola', 'anise', 'liqueur', 'bacon', 'sandalwood', 'ready', 'now']"
10268,"['well-balanced', 'crisp', 'breezy', 'red-berry', 'fruits', 'tight', 'texture', 'minerality', 'tangy', 'aftertaste', 'excellent', 'apéritif']"
18106,"['ero', 'bright', 'berry', 'cassis', 'white', 'almond', 'sicilian', 'jamminess']"
1430,"['sage', 'bark', 'cherry', 'compote', 'toasted', 'cedar', 'fred', 'brander', 'santa', 'ynez', 'valley', 'los', 'olivos', 'district', 'cherry', 'fruit', 'oak', 'smooth', 'tannins']"
51381,"['heavy', 'sweet', 'melted', 'cherry-jam', 'dr.', 'pepper', 'flavors', 'alcohol', 'heat']"
33213,"['sangiovese', 'syrah', 'coastal', 'tuscany', 'bright', 'fruit', 'lean', 'texture', 'wild', 'strawberry', 'white', 'cherry', 'good', 'value', 'pizza', 'pasta']"
11965,"['herbal', 'aromas', 'cassis', 'blue', 'plum', 'fruit', '1985', 'barrel', 'spice', 'cinnamon', 'cab', 'franc', 'tannins', 'sweet', 'black-cherry', 'fruit', 'aging', 'potential']"
69146,"['2007', 'vintage', 'williams', 'selyem', 'zinfandels', 'cool', 'growing', 'season', 'papera', 'big', 'rich', 'jammy', 'drily', 'elegant', 'raspberry', 'fig', 'newton', 'red', 'currant', 'canadian', 'bacon', 'superfine', 'tannins', 'exuberant', 'zinfandel', 'six', 'years']"
25969,"['mushrooms', 'hops', 'dill', 'wet', 'herbs', 'olive', 'stewed', 'mushrooms']"
28997,"['young', 'substantial', 'structured', 'fruit', 'tannins', 'dark', 'dense', 'dry', 'perfumes', 'grand', 'cru', 'chambolle-musigny', 'morey', 'saint-denis', 'structure', '2020']"
52507,"['napa', 'valley', 'merlot', 'coombsville', 'high', 'alcohol', 'cherry', 'berry', 'dark', 'chocolate', 'anise', 'grippy', 'tannins', 'firm', 'mouthfeel', 'dry', 'mouthfeel']"
19181,"['wine', 'acids', 'tannins', 'astringent', 'bitter', 'cherry', 'fruit', 'thin', 'overripe']"
9991,"['lone', 'oak', 'vineyard', ""garys'"", ""rosella's"", 'lemon-lime', 'soda', 'white', 'rock', 'minerality', 'baked', 'apple', 'yeasty', 'bread', 'lime', 'bright', 'acidity', 'shellfish', 'halibut', 'chicken', 'salad']"
54665,"['rosé', 'grenache', 'viognier', 'yolo', 'county', 'peach', 'light-medium', 'body', '14.8%', 'alcohol', 'finish']"
24824,"['structured', 'dense', 'balance', 'fruit', 'acidity', 'dusty', 'texture', 'dry', 'center', 'wood', 'tannins', 'juicy', 'berry', 'fruits', 'freshness', 'long', 'aging', '2019']"
38757,"['chardonnay', 'edna', 'valley', 'acidity', 'limes', 'pineapples', 'dry', 'low', 'alcohol', 'great', 'value']"
67070,"['cab', 'sauvignon', 'merlot', 'cab', 'franc', 'tart', 'cassis', 'berry', 'fruit', 'ciel', 'minerality', 'hard', 'tannins', 'peppery', 'herbal', 'details', '14.1%', 'alcohol', 'washington', 'new', 'world', 'fruit', 'old', 'world', 'elegance']"
76194,"['italian', 'espresso', 'chocolate', 'spice', 'black', 'fruit', 'elegant', 'refined', 'traditional', 'style', 'delicate', 'berry', 'nuances', 'drink', 'after', '2014']"
103803,"['strong', 'complex', 'aromas', 'tropical', 'fruit', 'coconut', 'oaky', 'spicy', 'penetrating', 'flavors', 'bright', 'effusive', 'racy', 'high', 'alcohol', 'content', 'soft', 'seductive', 'crowd-pleaser.']"
24763,"['merlot', 'cabernet', 'refosco', 'french', 'oak', 'dark', 'fruit', 'ripe', 'blackberry', 'sweet', 'spice', 'chewy', 'mouthfeel', 'pulpy', 'sweetness']"
50816,"['cabernet', 'franc', 'baking', 'spice', 'toasted', 'wood', 'preserved', 'black', 'cherry', 'plum', 'bold', 'lushly', 'textured', 'soft', 'tannins', 'dense', 'fruit', 'profile', 'weight', 'body']"
102188,"['syrah', 'jaden', 'wahluke', 'slope', 'citrus', 'spice', 'pineapple', 'lime', 'raspberry', 'cherry', 'limited', 'production']"
67447,"['mushroom', 'seaweed', 'organic', 'funk', 'ken', 'wright', 'tart', 'cherry', 'fruit', 'bottling', 'additional', 'bottle', 'age']"
66870,"['ripe', 'pungent', 'rich', 'fruit-driven', 'fig', 'peach', 'melon', 'herbal', 'highlights', 'acidity', 'thyme', 'rosemary', 'finish', 'power', 'polish', 'barrel', 'influence', 'toast']"
21286,"['clos', 'de', 'la', 'chapelle', 'morgeot', 'premier', 'cru', '2010', 'full', 'ripe', 'intense', 'yellow', 'fruit', 'toast', 'flavors', 'tight', 'acidity', 'richness', 'structure', 'complex', 'concentrated', 'age', 'worthy']"
91851,"['syrah', 'grand', 'cru', 'minervois', 'la', 'liviniere', 'raspberry', 'blueberry', 'rosemary', 'mint', 'velvety', 'texture', 'gripping', 'tannins', 'balanced', 'acidity', 'coffee', 'cocoa', 'lush', 'finish']"
69844,"['cab-dominated', 'blend', 'wild', 'berry', 'plum', 'cassis', 'st.', 'emilion', 'herbaceousness', 'new', 'oak', 'barrel', 'superb', 'fruit']"
8586,"['oregon', 'vineyard', 'cranberry', 'raspberry', 'young', 'wine', 'expressive', 'purity', 'gun', 'metal', 'robert', 'brittan', 'consulting', 'winemaker.']"
69630,"['wine', 'personality', 'smile', 'big', 'rich', 'friendly', 'fruit', 'approachable', 'easy', 'to', 'drink', 'not', 'serious', 'aging', 'drink', 'now', 'burger', 'roast', 'chicken', 'pleasure']"
101808,"['banana', 'spicy', 'vanilla', 'grigios', 'lean', 'spicy', 'finish', 'opici', 'import', 'company']"
29706,"['syrupy', 'rich', 'meaty', 'intense', 'extraction', 'cherry', 'liqueur', 'blackberry', 'jam', 'exotic', 'spice', 'masculine', 'opulent', 'cellar', 'aging']"
36859,"['chardonnay', 'elegant', 'structure', 'perfect', 'acidity', 'tannins', 'oak', 'barrels', 'pineapple', 'kiwi', 'cream', 'buttered', 'toast']"
50798,"['crémant', 'ripe', 'warm', 'full-bodied', 'creamy', 'rich', 'mousse', 'soft', 'citrus', 'light', 'acidity', 'forward', 'fruity', 'fresh', 'lightly', 'tangy']"
59761,"['fine', 'ripe', 'fruit', 'full-flavored', 'wine', 'vanilla', 'toast', 'spice', 'peach', 'texture', 'fruit', 'tight', 'apple', 'skins', 'fresh', 'acidity']"
67644,"['syrah', 'cabernet', 'sauvignon', 'merlot', 'ripe', 'black', 'fruits', 'firm', 'tannins', 'dry', 'tannins', 'herbal', 'character', 'blend']"
1549,"['2013', 'raw', 'oak', 'cinnamon', 'bacon', 'clove', 'toast', 'chocolate', 'baking', 'spices', 'blackberry', 'black-plum', 'oaky', 'tannins', 'rocky', 'tannins', 'rdd']"
78294,"['ripe', 'soft', 'smooth', 'toast-inspired', 'texture', 'blackberry', 'fruits', 'rich', 'young', 'elegance']"
53116,"['weighty', 'full', 'dense', 'fine', 'balance', 'acidity', 'richness']"
3393,"['aged', 'new', 'barriques', 'oak', 'spices', 'savory', 'herbs', 'vanilla', 'coffee', 'dried', 'dark-cherry', 'mineral', 'flavors', 'linear', 'quality', 'wood', 'tannins']"
46498,"['margaux', '2003', 'claire', 'villars', 'château', 'ferrière', 'classed', 'growth', 'estate', 'vineyards', 'château', 'margaux', 'acidity', 'black', 'fruits']"
56629,"['oaky', 'extracted', 'natural', 'subtlety', 'cherries', 'raspberries', 'heavy-handed', 'drink', 'now']"
42458,"['rosé', 'dark-colored', 'fruit', 'blossoms', 'black', 'cherries', 'dark', 'chocolate', 'fullish', 'lemony', 'notes', 'finish']"
43446,"['pinot', 'grigio', 'delicate', 'unoaked', 'leesy', 'citrusy', 'flavors', 'figgy', 'flavors', 'bright', 'acidity', 'slightly', 'sweet', 'finish', 'food-versatile', 'user-friendly']"
94249,"['chardonnay', 'dry', 'sophisticated', 'subtle', 'citrus', 'peach', 'apple', 'yeast', 'flavors', 'sparkling', 'wine', 'cellar', 'decade']"
52671,"['tart', 'acidity', 'raspberry', 'jam', 'bubblegum', 'gassiness', 'beaujolais', 'easy', 'refreshing']"
90060,"['berries', 'raisins', 'cooked', 'plums', 'baking', 'spices', 'tannins', 'residual', 'sugar']"
46341,"['chardonnay', 'oaky', 'ripe', 'mountain', 'cabernet', 'powerful', 'intense', 'pineapple', 'tart', 'pear', 'marmalade', 'meyer', 'lemon', 'lime', 'creamy', 'lees', 'not', 'particularly', 'subtle', 'drink', 'not', 'too', 'cold']"
44232,"['watery', 'wine', 'alcohol', 'grapefruit', 'juice']"
19083,"['raw', 'fresh', 'jammy', 'mulberry', 'blackberry', 'pepper', 'rustic', 'wine', 'rustic', 'food']"
80368,"['syrah', 'slightly', 'sweet', 'blackberry', 'licorice', 'cola', 'drink', 'now']"
15012,"['wine', 'pinot', 'noir', 'heavy', 'red', 'thick', 'tannic', 'rustic', 'fruit', 'flavors', 'modest', 'price', 'weighty', 'alcohol', 'heat', 'on', 'the', 'finish']"
16503,"['cabernet', 'sauvignon', 'livermore', 'valley', 'mother', 'vine', 'reserve', 'concannon', 'black', 'olive', 'tea', 'black', 'pepper', 'cab', 'franc', 'dark', 'brooding', 'velvety']"
26664,"['original', 'vines', 'oldest', 'pinot', 'gris', 'earth', 'stone', 'apple', 'asian', 'pear', 'bone', 'dry', 'exceptional', 'depth']"
52153,"['sangiovese', 'locorosso', 'wild', 'cherry', 'underbrush', 'tobacco', 'spice', 'black', 'cherry', 'carob', 'coffee', 'white', 'pepper', 'dense', 'delicious']"
50815,"['santa', 'barbara', 'chardonnay', 'brisk', 'acidity', 'minerality', 'tropical', 'fruit', 'peach', 'flavors', 'elegantly', 'structured']"
68294,"['port-style', 'wine', 'very', 'sweet', 'high', 'acidity', 'packed', 'with', 'tannins', 'chocolate', 'red', 'currants', 'vanilla']"
71165,"['vineyard', 'bottlings', 'sharpness', 'green', 'mint', 'unripe', 'tannins', 'red', 'cherries', 'pomegranates', 'drink', 'now']"
81188,"['fresh', 'jammy', 'sharp', 'acidity', 'berry', 'flavors', 'young', 'released', 'fermenter']"
56607,"['polished', 'balanced', 'drinkable', 'great', 'acidity', 'spice', 'red', 'fruit', 'flavors', 'gamay', 'pinot', 'noir']"
19447,"['pinot', 'grigio', 'northeast', 'italy', 'white', 'meat', 'seafood', 'risotto', 'spicy', 'dishes', 'mouthfeel', 'smooth', 'rich', 'long-lasting']"
74011,"['chardonnay', 'minerals', 'acids', 'flavors', 'limes', 'sweet', 'apples', 'white', 'peaches', 'creamy', 'smoky', 'new', 'oak', 'sur', 'lies', 'aging']"
81949,"['rosé', 'fruity', 'raspberry', 'vanilla', 'cocoa', 'spice', 'heavy', 'liveliness']"
15883,"['wine', 'cherries', 'blackberries', 'cassis', 'cedar', 'ripe', 'tannins', 'smooth', 'tannins', 'supporting', 'acidity', 'fresh', 'forward', '2015']"
21379,"['sweet', 'tannins', 'acidity', 'grapy', 'blackberry', 'jam', 'full', 'bodied', 'rich', 'mouthfeel', 'ripe', 'fruit', 'character', 'finish']"
37266,"['sémillon', 'barrel', 'fermented', 'new', 'american', 'oak', 'spokane', 'washington', 'white', 'wines', 'coconut', 'flavor', 'white', 'peach', 'green', 'apple', 'cucumber.']"
44492,"['wine', 'ginger', 'saffron', 'green', 'apple', 'bouquet', 'well-balanced', 'apple', 'flavors', 'citrus', 'flavors', 'good', 'acidity', 'firm', 'structure', 'aging', 'develop']"
14594,"['copper', 'color', 'provence', 'domaines', 'ott', 'rosé', 'grenache', 'whole-cluster', 'fermented', 'mineral', 'subtext', 'light', 'peach', 'strawberry', 'highlights']"
57259,"['montepulciano', ""d'abruzzo"", '2005', 'ripe', 'fruit', 'jammy', 'fruit', 'plum', 'prune', 'exotic', 'spice', 'black', 'peppercorn', 'dark', 'tannins']"
72248,"['perfumed', 'floral', 'mountain', 'tannins', 'black-cherry', 'pepper', 'violet', 'oaky', 'leather']"
102456,"['syrah', 'ripe', 'lush', 'full-bodied', 'sappy', 'blackberry', 'pepper', 'citrus', 'peel', 'clove', 'spices', 'young', 'cellared']"
95395,"['sierra', 'foothills', 'tempranillo', 'cab', 'sauvignon', 'coastal', 'elegance', 'blackberry', 'tobacco', 'clove', 'anise', 'espresso', 'complexity']"
72465,"['young', 'yeasty', 'light', 'beer', 'quick', 'clean', 'bracing', 'acidity', 'not', 'much', 'fruit']"
72626,"['rioja', 'medium-bodied', 'modern', 'style', 'bacon', 'rubber', 'raspberry', 'ripe', 'red-fruit', 'flavors', 'firm', 'mildly', 'tannic', 'new', 'oak', 'vanilla', 'coffee', 'pepper', '900', 'cases', 'produced']"
71594,"['fruity', 'rich', 'honey-sweet', 'peach', 'pear', 'jam', 'apricot', 'pineapple', 'green', 'apple', 'vanilla', 'sweet', 'smoky', 'oak', 'acidity', 'balance']"
24010,"['syrah', 'blackberry', 'crème', 'de', 'cassis', 'plum', 'sauce', 'charred', 'bone', 'black', 'pepper', 'dry', 'firm', 'tannins', 'supple', 'tannins', 'high', 'alcohol', 'balanced', 'fruit.']"
36728,"['full-bodied', 'juicy', 'blackberry', 'black', 'cherry', 'plum', 'tobacco', 'bacon', 'pepper', 'spice', 'thick', 'tannins', '4877', 'cases']"
8286,"['pinot', 'noir', 'intensity', 'of', 'flavor', 'new', 'dijon', 'clones', 'older', 'california', 'selections', 'raspberries', 'cherries', 'dr.', 'pepper', 'balanced', 'elegant', 'vibrant', 'texture', 'hold', 'till', 'at', 'least', '2017.']"
46042,"['oaky', 'rich', 'vineyard', 'cool-climate', 'southern', 'part', 'russian', 'river', 'valley', 'acidity', 'zesty', 'balance', 'ripe', 'pineapple', 'green', 'apple', 'key', 'lime', 'pie', 'pear', 'flavors', 'new', 'oak', '40%', 'opulent', 'touch']"
48922,"['winery', 'wine', 'cassis', 'cherries', 'milk', 'chocolate', 'vanilla', 'acidity', 'tannins', 'cherry', 'skins', 'oak', 'tannic', 'complexities']"
20743,"['wine', 'whole-cluster', 'aged', 'in', 'neutral', 'oak', 'complex', 'aromas', 'green', 'olive', 'fresh', 'herbs', 'grilled', 'asparagus', 'earth', 'peat', 'intense', 'palate', 'savory', 'flavors', 'hyperextended', 'finish', 'young', 'winery', 'vineyard']"
77844,"['bang', 'for', 'the', 'buck', 'mouth-filling', 'juicy', 'blackberry', 'cherry', 'pomegranate', 'coffee', 'bone-dry', 'soft', 'complicated', 'tannin', 'structure', 'drink', 'now']"
93058,"['ripe', 'wine', 'blackberries', 'cherries', 'cocoa', 'tannic', 'sweet', 'oak', 'lush', 'rustic', 'beef', 'dishes']"
6516,"['wine', 'stemmy', 'earth', 'black', 'tea', 'funkier', 'herbal', 'midpalate', 'brightly', 'layered', 'deeply', 'flavored', 'full-bodied', 'variety']"
73286,"['wine', 'cocktail', 'sipper', 'fruit', 'spice', 'oaky', 'vanilla', 'dry', 'crisp', 'acidity', 'clean', 'finish', 'fruity', 'finish']"
39542,"['gravina', 'puglia', 'southern', 'italy', 'greco', 'malvasia', 'pear', 'golden', 'delicious', 'apple', 'mineral', 'talc', 'powder', 'tonic', 'fresh', 'tomato', 'bruschetta', 'fresh', 'basil']"
66431,"['2005', 'chablis', 'ripe', 'toasty', 'richness', 'apples', 'cream', 'green', 'minerality', 'structure']"
42833,"['grenache', 'blanc', 'roussanne', 'viognier', 'dry', 'savory', 'minerality', 'papaya', 'white', 'peach', 'lemon', 'zest', 'nectarine', 'vanilla', 'citrusy', 'acids.']"
57967,"['light', 'fresh', 'fruity', 'red-berry', 'flavor', 'acidity', 'soft', 'structure']"
45655,"['wine', 'not', 'quite', 'ripe', 'softening', 'resolving', '3-1/2', 'years', 'veggie', 'green', 'cherries']"
83579,"['pinot', 'noir', 'signorello', '2008', 'las', 'amigas', 'dried', 'raspberry', 'cherry', 'cola', 'minerality', 'tobacco', 'black', 'pepper', 'lamb', 'steak']"
12276,"['cola', 'cherry', 'mocha', 'vanilla', 'light-bodied', 'silky', 'pronounced', 'acidity', 'dry', 'finish', 'rustic', 'pinot', 'character']"
17342,"['paleo', 'cabernet', 'franc', 'coastal', 'tuscany', 'bright', 'berry', 'notes', 'drying', 'mineral', 'exotic', 'spice', 'cooling', 'acidity', 'firm', 'structure', 'rich', 'velvety', 'beautiful', 'memorable', 'drinking', 'experience.']"
69870,"['oxidative', 'spicy', 'mineral', 'notes', 'complexity', 'heavy', 'crisp', 'silky', 'texture', 'short-to-medium', 'finish']"
86756,"['chardonnay', 'dry', 'pronounced', 'acids', 'steely', 'minerals', 'exotic', 'pineapples', 'guavas', 'new', 'oak', 'lees', 'aging', 'buttered', 'toast', 'sour', 'cream', 'drink', 'now']"
46358,"['friulano', 'golden', 'color', 'honey', 'peach', 'passion', 'fruit', 'fruity', 'flavors', 'high', 'structure', 'lively', 'fruit', 'fragrances']"
52294,"['oak', 'toasted', 'wood', 'tobacco', 'leaf', 'roasted', 'coffee', 'bean', 'plum']"
89181,"['minty', 'flavors', 'blackberries', 'licorice', 'cola', 'peppercorns', 'vanilla', 'fully', 'dry', 'smooth', 'tannins']"
71277,"['cab', 'rich', 'supple', 'deep', 'flavor', 'blackberry', 'pie', 'filling', 'milk', 'chocolate', 'anise', 'sweet', 'oak', 'balanced', 'dry', 'delicious']"
34982,"['chardonnay', 'fruity', 'tropical', 'ripeness', 'banana', 'papaya', 'baking', 'spices', 'mineral']"
71214,"['burnt', 'wood', '50%', 'new', 'wood', 'fruit', 'weight', 'black', 'berry', 'flavors', '2007', 'three', 'to', 'four', 'years']"
32936,"['le', 'focaie', 'great', 'value', 'wine', 'cherry', 'blackberry', 'cinnamon', 'spice', 'natural', 'thickness', 'consistency', 'southern', 'tuscany']"
68863,"['pinot', 'noir', 'wild', 'mushrooms', 'thyme', 'fennel', 'anise', 'pine', 'red', 'cherries', 'cola', 'sandalwood', 'elegant', 'ageable', '2012']"
9679,"['riesling', 'crushed', 'stone', 'dried', 'clay', 'earthen', 'character', 'dry', 'light-bodied', 'pressed', 'apple', 'pear', 'flavors', 'lime', 'lemon', 'tart', 'green-plum', 'finish', 'long', 'finish', 'lingering.']"
71553,"['blackberry', 'bitter', 'fruits', 'black', 'figs', 'powerful', 'richness']"
11946,"['1999', 'spicy', 'blackcurrants', 'cassis', 'oaky', 'smoke', 'vanilla', 'blackberry', 'dry', 'tannins', 'midterm', 'aging']"
19649,"['cabernet', 'sauvignon', 'syrah', 'petit', 'verdot', 'tart', 'tannic', 'herb', 'characteristics', 'earth', 'characteristics', 'high', 'alcohol']"
28377,"['bermuda', 'salted', 'brambleberries', 'crushed', 'violets', 'asphalt', 'rosemary', 'florality', 'zesty', 'elderberries', 'stewed', 'plums', 'thyme', 'earl', 'grey', 'tea', 'complex', 'effort']"
67130,"['wine', 'rhône', 'bordeaux', 'cabernet', 'blend', 'depth', 'persistence', 'brambly', 'red', 'fruits', 'zin', 'spice', 'pepper', 'syrah', 'herbal', 'leafy', 'tobacco', 'complex', 'unique', 'appealing']"
10815,"['chardonnay', 'fiano', 'citrus', 'pear', 'crisp', 'clean', 'southern', 'italian', 'white', 'insalata', 'di', 'mare', 'seafood', 'salad']"
88237,"['sweet', 'grass', 'fresh', 'red', 'apple', 'slices', 'green', 'melon', 'lime', 'citrus', 'medium', 'weight', 'moderate', 'acidity', 'clean', 'finish', 'drink', 'now']"
69296,"['cabernet', 'sauvignon', 'berry', 'leaf', 'earth', 'tannins', 'crisp', 'graceful', 'moderately', 'long', 'finish']"
29457,"['chocolate', 'mint', 'creamy', 'vanilla', 'candy', 'oak', 'treatment', 'sweet', 'burnt', 'cherry', 'creamy', 'flavors', 'finish']"
71704,"['cabernet', 'sauvignon', 'cabernet', 'franc', 'merlot', 'black', 'currant', 'plum', 'cherry', 'cedar', 'dry-sweet', 'crushed', 'brown', 'herbs', 'spices', 'tannic', 'mid-term', 'aging', '2008–2012']"
22162,"['tempranillo', 'toasted', 'oak', 'graphite', 'latex', 'alcohol', 'lush', 'meaty', 'jammy', 'blackberry', 'fig', 'chocolate', 'depth', 'richness', '2025']"
18189,"['terre', 'di', 'maria', 'sicilian', 'blend', 'cabernet', 'sauvignon', 'merlot', 'syrah', 'pinot', 'noir', 'dark', 'concentration', 'savory', 'aromas', 'spice', 'cured', 'meat', 'smoked', 'bacon', 'dark', 'berry', 'fruit', 'bright', 'fresh', 'mouthfeel.']"
2938,"['medium-bodied', 'intricate', 'aromas', 'spicy', 'flavors', 'cherries', 'cloves', 'wood', 'smoke', 'ripe', 'dry', 'tannic', 'grip']"
49550,"['eric', 'hamacher', '13.6%', 'alcohol', 'strawberry', 'pie', 'cherry', 'root', 'beer', 'herb', 'flavors', 'medium', 'bodied', 'accessible', 'cellared', 'six', 'years']"
77436,"['pinot', 'dry', 'acidic', 'flavors', 'cherries', 'cola', 'silky', 'mouthfeel']"
36925,"['high', 'alcohol', 'burn', 'pepper', 'spice', 'dry', 'rich', 'blackberry', 'blueberry', 'anise', 'tobacco', 'california', 'superripe', 'zinfandel']"
58591,"['firm', 'dry', 'tannins', 'bitter', 'extraction', 'juicy', 'fruit']"
50567,"['barbera', 'candied', 'fruit', 'dried', 'cherry', 'plum', 'milk', 'chocolate', 'soft', 'round', 'concentrated', 'flavors']"
1570,"['rich', 'wine', 'ripe', 'strawberries', 'red', 'currants', 'juicy', 'fruitiness', 'mineral', 'texture', 'tangy', 'acidity', 'age', 'this', 'wine', 'drink', 'from', 'the', 'end', 'of', '2017']"
99046,"['rustic', 'strong', 'tannins', 'edgy', 'tannins', 'cherry', 'flavors', 'coffee', 'flavors', 'very', 'dry', 'astringent', 'softens', 'with', 'beef']"
51250,"['chardonnay', 'pineapple', 'jam', 'buttered', 'toast', 'buttered', 'popcorn', 'crisp', 'acidity']"
20214,"['dark', 'berry', 'truffle', 'toast', 'kitchen', 'spice', 'roasted', 'coffee', 'bean', 'powdered', 'sage', 'ground', 'pepper', 'dried', 'black', 'cherry', 'assertive', 'tannins', 'astringent', 'note']"
92776,"['earthy', 'spicy', 'smoky', 'cab', 'berry', 'tobacco', 'sweet', 'oak', 'complexity']"
71002,"['rubesco', 'riserva', 'sangiovese', 'canajolo', 'red', 'fruit', 'exotic', 'spice', 'vintage', '2003', 'hot', 'year', 'extra', 'ripeness', 'bitterness']"
50033,"['toasty', 'menthol-like', 'oak', 'ripe', 'blackberry', 'medium-bodied', 'crisp', 'tart', 'mouthwatering', '6–12', 'months', '5', 'years']"
10045,"['wood-aged', 'wine', 'blackberry', 'juice', 'acidity', 'toasty', 'wood', 'flavors', 'dark', 'tannins', 'fine', 'toasty', 'aftertaste', 'good', 'aging', 'drink', 'from', '2015']"
103068,"['clerc-milon', 'mouton', 'rothschild', 'new', 'world', 'style', 'new', 'wood', 'aromas', 'pauillac', 'diageo', 'chateau', '&', 'estates']"
5422,"['dark', 'berry', 'toast', 'espresso', 'dark', 'cooking', 'spice', 'unripe', 'cherry', 'licorice', 'powdered', 'sage', 'toasted', 'oak', 'bracing', 'tannins', 'astringent', 'finish']"
21079,"['venge', 'california', 'syrah', 'stagecoach', 'vineyard', 'atlas', 'peak', 'cool', 'mountain', 'region', 'acidity', 'concentrated', 'fruit', '60%', 'new', 'french', 'oak', 'high', 'in', 'alcohol', 'fresh', 'six', 'years']"
80178,"['melon', 'tropical', 'fruit', 'drinkability', 'fresh', 'fruits', 'mineral', 'character', 'wood']"
60224,"['syrah', 'california', 'cool-climate', 'dry', 'tannic', 'blackberries', 'cherries', 'blueberries', 'dark', 'chocolate', 'sweet', 'oak', 'smoky', 'oak.']"
103219,"['brander', 'merlot', 'cherry-berry', 'mocha', 'tannic', 'structure', 'improvement']"
52988,"['fruity', 'attractive', 'tannins', 'good', 'structure', 'fresh', 'nouveau', 'wine']"
90055,"['cantina', 'tre', 'serre', 'barbera', 'fruity', 'freshness', 'effervescence', 'peppery', 'sensation', 'informal', 'style']"
804,"['côte', 'du', 'py', 'firm', 'tannins', 'mineral', 'structure', 'dense', 'black', 'cherry', 'acidity', 'aging', 'potential']"
74932,"['red', 'blend', 'syrah', 'spicy', 'berry', 'flavors', 'bordeaux', 'grapes', 'herb', 'earth', 'leaf', 'stone', 'fine', 'value']"
20747,"['cabernet', 'sauvignon', 'malbec', 'petit', 'verdot', 'merlot', 'blackberry', 'dried', 'flowers', 'black', 'tea', 'herbs', 'earth', 'barrel', 'spices', 'meaty', 'notes', 'firm', 'tannins', 'great', 'length', '2022–2028']"
11250,"['pinot', 'gris', 'sweet-pea', 'vines', 'green', 'herbs', 'perfumed', 'flower', 'peach-nectar', 'dry', 'mouthfilling', 'rich', 'stone', 'fruit', 'black', 'tea', 'leaves']"
71959,"['pinot', 'gris', 'green', 'apple', 'bosch', 'pear', 'fruity', 'rounder', 'crisp', 'refreshing', 'acids', '2007']"
55397,"['mike', 'januik', 'riesling', 'bacchus', 'vineyard', 'bright', 'spicy', 'citrus', 'orange', 'pear', 'mint', 'jasmine', 'tea', 'long', 'finish', 'refreshing']"
27271,"['michael', 'florentino', 'autumnal', 'flavors', 'vivid', 'fruit', 'distinctive', 'fruit', 'hints', 'of', 'leaf', 'citrus', 'elegant', 'complex']"
45208,"['wine', 'tannins', 'oak', 'alcohol', 'cherries', 'pomegranates', 'cola', 'tangerine', 'vanilla', 'spices', 'silky', 'complex', 'mellow', 'mouthfeel', 'dry', 'lush', 'develop', 'through', '2012']"
13579,"['cabernet', 'sharp', 'acidity', 'mouth-numbing', 'tannins', 'black', 'currant', 'flavors', 'tough', 'young', 'decant', 'not', 'an', 'ager']"
35452,"['wine', 'ripe', 'sweetness', 'rustic', 'acidity', 'tannins', 'aging', 'aromatic', 'fruit', 'fine', 'wine']"
70568,"['case', 'house', 'wine', 'dry', 'spicy', 'cherry', 'berry', 'cola', 'flavors']"
100910,"['cherry', 'citrus', 'rind', 'oak', 'coffee', 'flavors', 'tight', 'tannins', 'raisin', 'requires', 'airing', 'cellar', 'time']"
92262,"['bordeaux', 'blend', 'blackberry', 'cherry', 'spicy', 'plum', 'soft', 'texture', 'chocolaty', 'sugary', 'finish', 'drink', 'now']"
34491,"['2008', 'vintage', 'tax', 'santa', 'barbara', 'dry', 'elegantly', 'structured', 'complex', 'silky', 'texture', 'savory', 'flavors', 'cherries', 'red', 'currants', 'cola', 'sandalwood', 'umami', 'taste', 'bacon', 'delicious.']"
87474,"['bone', 'dry', 'aromas', 'freshly', 'pressed', 'apples', 'sparkling', 'blend', 'chardonnay', 'pinot', 'noir', 'delicate', 'white', 'florals', 'yeast', 'savory', 'dusty', 'quality', 'racy', 'acidity', 'strong', 'minerally', 'finish']"
39090,"['cabernet', 'full-bodied', 'blackberries', 'currants', 'chocolate', 'smoky', 'oak', 'tailgate', 'party']"
53538,"['syrah', 'blackberry', 'cherry', 'oak', 'dry', 'rich', 'tannins', 'soft', 'mouthfeel', 'velvety', 'smoked', 'meats', 'pepper', 'cola', 'minerals']"
40885,"['von', 'strasser', ""'05"", 'diamond', 'mountain', 'tannic', 'blackberry', 'black', 'currant', '4', 'years', 'sediment', '15', 'years']"
27496,"['chardonnay', 'ripe', 'modern', 'style', 'toast', 'buttered', 'popcorn', 'vanilla', 'cream', 'peach', 'pear', 'pineapple', 'jam', 'flavors', '17000', 'cases', 'produced']"
63834,"['chardonnay', 'pineapple', 'jam', 'nectarines', 'peaches', 'vanilla', 'caramelized', 'butterscotchy', 'sweetness']"
17055,"['unbalanced', 'acidity', 'hard', 'tannins', 'raisiny', 'flavors', 'green', 'flavors']"
85131,"['syrah', 'dark', 'dry', 'full-bodied', 'young', 'jammy', 'primary', 'fruit', 'flavors', 'smooth', 'balanced', 'blackberry', 'pie', 'chocolate', 'violet', 'beef', 'carpaccio', 'bacon', 'pepper', 'develop', '2011.']"
